XY
realPoint:(62,206)
point:(124.47006539078632, 218.59292302584015)   distance=276.08666503878095
point:(-105.8578857731959, -153.00548978675363)   distance=712.5141991135815
point:(-56.343648161246165, 555.5951700231328)   distance=316.2983771239555
point:(87.78495165014306, 607.5695888302541)   distance=213.05252897493259
point:(69.34728386623044, -562.7863475083698)   distance=1044.0123736667672
point:(201.213804540306, -63.79443569885257)   distance=531.7692354698031
point:(8.412650787831012, -148.24635496826568)   distance=658.9556189880242
point:(-85.46093821343982, 1005.4661698778116)   distance=633.6829048352153
point:(349.7324882466537, 442.0384699068728)   distance=105.48990030212694     ¡Ì
point:(-96.3688688317261, 293.13723875942674)   distance=384.4264745130004
point:(-19.933049767268244, 419.1664740905215)   distance=271.01039132691704
point:(44.73732329404322, 457.34342517324603)   distance=202.44783692593404
point:(-12.32887817618871, 390.60794357946656)   distance=270.06560171083885
point:(-50.96012731374742, -435.73531727150794)   distance=949.6877486224467
point:(-22.8819149958764, 15.975802627960434)   distance=524.7456776974822
point:(115.98830915810231, 586.4565300535102)   distance=177.97145492967454
point:(-13.303823197390557, 870.1357959257036)   distance=480.7117867492749
point:(113.95194893316136, -196.79165923188953)   distance=676.0137331741458
point:(310.8279682496451, 105.13699823503475)   distance=366.4643442051341
point:(189.16001549719567, 94.89669316523737)   distance=375.58371656793196
point:(82.96949384432958, 496.9806471138938)   distance=166.93054677104803
point:(141.50919067431983, 257.06531104030717)   distance=234.05558122563667
point:(192.24410063596258, 943.5534965818775)   distance=480.6823801771206
point:(-22.8819149958764, 15.975802627960434)   distance=524.7456776974822
point:(-64.68280270760079, 588.7146779298149)   distance=334.97023999615755
point:(160.4184751444276, 170.72563176627693)   distance=307.7065371131078
point:(271.09864473354855, 233.71214542231246)   distance=233.5345628858793
point:(20.81181773418325, 261.3604577666381)   distance=305.0220255033958
point:(442.42857732361824, 655.916736142939)   distance=272.5081567621787
point:(-22.8819149958764, 15.975802627960434)   distance=524.7456776974822
point:(195.55381786333362, 542.0446387723832)   distance=91.81229080281845     ¡Ì
point:(498.8893270946495, 541.8047123721235)   distance=263.0486409811229
point:(332.44573058731316, 922.45151842521)   distance=464.3801907362969
point:(242.26586431586577, -75.23365956560349)   distance=541.2543637583454
point:(160.4184751444276, 170.72563176627693)   distance=307.7065371131078
point:(-205.2716306350443, 862.5393685741227)   distance=601.4923928915858
point:(173.12332649754615, 438.1076381334248)   distance=78.96674450858504     ¡Ì
point:(-101.49739091460458, -171.84265032155895)   distance=726.8381374443125
point:(187.69003899500046, 707.0122472222589)   distance=248.20268891681616
point:(304.2714835201242, 189.32038933518277)   distance=282.54491639778394
point:(-19.933049767268244, 419.1664740905215)   distance=271.01039132691704
point:(-22.8819149958764, 15.975802627960434)   distance=524.7456776974822
point:(-229.2372131194362, 592.0008477053979)   distance=492.6236867856094
point:(114.7554679306254, 416.90598063042756)   distance=141.06324468162427     ¡Ì
point:(53.84592592645686, 730.4659159842697)   distance=327.49155263702085
point:(-94.88952878024179, -104.69148391813712)   distance=665.2647741360286
point:(192.93623423007512, -29.921467597548713)   distance=498.85969249211934
point:(-14.567156649746721, 397.07793795191367)   distance=270.49515351442693
point:(-85.86460566752669, 207.33920858210013)   distance=421.5498199775827
point:(1.7084457486604379, 277.15207965838584)   distance=309.56660608726924
point:(258.11497691290026, -177.02693527903727)   distance=643.1229915079427
point:(216.38937640842403, -128.63128865135366)   distance=595.4186591969004
point:(-140.51428273350814, 378.62273137329436)   distance=397.24313259656077
point:(322.43355908131025, 690.128150787781)   distance=236.4818170837323
point:(351.5897369333028, -198.6829894401742)   distance=672.8614192557812
point:(56.04531801942164, -227.97672946012005)   distance=719.7689848850591
X
point:(302.40873671881525, 425.4414234211366)   distance=55.40873671881525     ¡Ì
point:(-19.813282176256166, -601.048812573099)   distance=266.81328217625617
point:(122.81964129479024, 841.2884001388313)   distance=124.18035870520976     ¡Ì
point:(-180.15091907923545, 70.32105550358733)   distance=427.15091907923545
point:(271.09864473354855, 233.71214542231246)   distance=24.098644733548554     ¡Ì
point:(160.4184751444276, 170.72563176627693)   distance=86.58152485557241     ¡Ì
point:(446.62826978159256, 514.0645220439736)   distance=199.62826978159256
point:(-19.933049767268244, 419.1664740905215)   distance=266.93304976726824
point:(448.7656221006886, 521.9640157642211)   distance=201.76562210068857
point:(-101.83574715905115, 1218.079822952594)   distance=348.83574715905115
point:(235.00118742597908, 382.2603712429742)   distance=11.998812574020917     ¡Ì
point:(124.61296408918622, 317.226775864826)   distance=122.38703591081378     ¡Ì
point:(-14.677045469037807, 611.0860441181928)   distance=261.6770454690378
point:(126.72387550835265, 590.1770241691822)   distance=120.27612449164735     ¡Ì
point:(-13.303823197390557, 870.1357959257036)   distance=260.30382319739056
point:(186.04104569015374, 52.96448935136527)   distance=60.95895430984626     ¡Ì
point:(186.04104569015374, 52.96448935136527)   distance=60.95895430984626     ¡Ì
point:(44.73732329404322, 457.34342517324603)   distance=202.26267670595678
point:(95.42172531244785, 635.9066138419707)   distance=151.57827468755215
point:(17.83020333356251, -149.3524448716753)   distance=229.1697966664375
point:(173.12332649754615, 438.1076381334248)   distance=73.87667350245385     ¡Ì
point:(-71.9412887843888, 191.51449372563752)   distance=318.9412887843888
point:(225.25097794478802, 285.41924022401366)   distance=21.74902205521198     ¡Ì
point:(-85.47195231605599, -163.63935592942846)   distance=332.471952316056
point:(215.2458892533981, 5.403600542486288)   distance=31.754110746601896     ¡Ì
point:(20.81181773418325, 261.3604577666381)   distance=226.18818226581675
point:(-85.86460566752669, 207.33920858210013)   distance=332.8646056675267
point:(243.7967347980782, 349.33536014772693)   distance=3.203265201921795     ¡Ì
point:(-85.86460566752669, 207.33920858210013)   distance=332.8646056675267
point:(76.89055794941271, 112.29734193914248)   distance=170.1094420505873
point:(279.6194619226029, -245.73658137712232)   distance=32.61946192260291     ¡Ì
point:(-12.749295440292713, 21.239384764161514)   distance=259.7492954402927
point:(20.81181773418325, 261.3604577666381)   distance=226.18818226581675
point:(-22.8819149958764, 15.975802627960434)   distance=269.8819149958764
point:(192.93623423007512, -29.921467597548713)   distance=54.063765769924885     ¡Ì
point:(-85.86460566752669, 207.33920858210013)   distance=332.8646056675267
point:(150.60883965887035, -377.62553514832643)   distance=96.39116034112965     ¡Ì
point:(-85.86460566752669, 207.33920858210013)   distance=332.8646056675267
point:(8.904449708819925, 313.2954626349531)   distance=238.09555029118007
point:(-22.8819149958764, 15.975802627960434)   distance=269.8819149958764
point:(448.7656221006886, 521.9640157642211)   distance=201.76562210068857
point:(-85.86460566752669, 207.33920858210013)   distance=332.8646056675267
point:(-118.75776127619145, 845.1546009437648)   distance=365.75776127619145
point:(380.01723946568137, 556.9062189067441)   distance=133.01723946568137     ¡Ì
point:(-26.062918597176918, 319.6729325814664)   distance=273.0629185971769
point:(132.18717721951282, 316.2681683455926)   distance=114.81282278048718     ¡Ì
point:(242.26586431586577, -75.23365956560349)   distance=4.73413568413423     ¡Ì
point:(20.81181773418325, 261.3604577666381)   distance=226.18818226581675
point:(59.72438049435277, 28.34349480152548)   distance=187.27561950564723
point:(61.22981173896176, 31.515590268621963)   distance=185.77018826103824
point:(314.48418316266634, -32.976073562785814)   distance=67.48418316266634     ¡Ì
point:(173.12332649754615, 438.1076381334248)   distance=73.87667350245385     ¡Ì
point:(25.61606980513784, 151.85757463300683)   distance=221.38393019486216
point:(32.47878392862037, 1006.82966873242)   distance=214.52121607137963
point:(307.2040813371558, 127.20307044914307)   distance=60.2040813371558     ¡Ì
point:(1346.0443455349543, 1407.7355055741034)   distance=1099.0443455349543
point:(2307.867907466637, 1391.084429713785)   distance=2060.867907466637
point:(-166.3111704611007, 18.65978426336096)   distance=413.3111704611007
point:(113.95194893316136, -196.79165923188953)   distance=133.04805106683864     ¡Ì
point:(192.93623423007512, -29.921467597548713)   distance=54.063765769924885     ¡Ì
point:(164.19916176610639, 80.62777533698352)   distance=82.80083823389361     ¡Ì
point:(8.904449708819925, 313.2954626349531)   distance=238.09555029118007
point:(124.47006539078632, 218.59292302584015)   distance=122.52993460921368     ¡Ì
point:(-105.8578857731959, -153.00548978675363)   distance=352.8578857731959
point:(-56.343648161246165, 555.5951700231328)   distance=303.34364816124616
point:(87.78495165014306, 607.5695888302541)   distance=159.21504834985694
point:(69.34728386623044, -562.7863475083698)   distance=177.65271613376956
point:(201.213804540306, -63.79443569885257)   distance=45.786195459694     ¡Ì
point:(8.412650787831012, -148.24635496826568)   distance=238.587349212169
point:(-85.46093821343982, 1005.4661698778116)   distance=332.4609382134398
point:(349.7324882466537, 442.0384699068728)   distance=102.7324882466537     ¡Ì
point:(-96.3688688317261, 293.13723875942674)   distance=343.3688688317261
point:(-19.933049767268244, 419.1664740905215)   distance=266.93304976726824
point:(44.73732329404322, 457.34342517324603)   distance=202.26267670595678
point:(-12.32887817618871, 390.60794357946656)   distance=259.3288781761887
point:(-50.96012731374742, -435.73531727150794)   distance=297.9601273137474
point:(-22.8819149958764, 15.975802627960434)   distance=269.8819149958764
point:(115.98830915810231, 586.4565300535102)   distance=131.0116908418977     ¡Ì
point:(-13.303823197390557, 870.1357959257036)   distance=260.30382319739056
point:(113.95194893316136, -196.79165923188953)   distance=133.04805106683864     ¡Ì
point:(310.8279682496451, 105.13699823503475)   distance=63.827968249645096     ¡Ì
point:(189.16001549719567, 94.89669316523737)   distance=57.83998450280433     ¡Ì
point:(82.96949384432958, 496.9806471138938)   distance=164.03050615567042
point:(141.50919067431983, 257.06531104030717)   distance=105.49080932568017     ¡Ì
point:(192.24410063596258, 943.5534965818775)   distance=54.75589936403742     ¡Ì
point:(-22.8819149958764, 15.975802627960434)   distance=269.8819149958764
point:(-64.68280270760079, 588.7146779298149)   distance=311.6828027076008
point:(160.4184751444276, 170.72563176627693)   distance=86.58152485557241     ¡Ì
point:(271.09864473354855, 233.71214542231246)   distance=24.098644733548554     ¡Ì
point:(20.81181773418325, 261.3604577666381)   distance=226.18818226581675
point:(442.42857732361824, 655.916736142939)   distance=195.42857732361824
point:(-22.8819149958764, 15.975802627960434)   distance=269.8819149958764
point:(195.55381786333362, 542.0446387723832)   distance=51.44618213666638     ¡Ì
point:(498.8893270946495, 541.8047123721235)   distance=251.8893270946495
point:(332.44573058731316, 922.45151842521)   distance=85.44573058731316     ¡Ì
point:(242.26586431586577, -75.23365956560349)   distance=4.73413568413423     ¡Ì
point:(160.4184751444276, 170.72563176627693)   distance=86.58152485557241     ¡Ì
point:(-205.2716306350443, 862.5393685741227)   distance=452.2716306350443
point:(173.12332649754615, 438.1076381334248)   distance=73.87667350245385     ¡Ì
point:(-101.49739091460458, -171.84265032155895)   distance=348.4973909146046
point:(187.69003899500046, 707.0122472222589)   distance=59.309961004999536     ¡Ì
point:(304.2714835201242, 189.32038933518277)   distance=57.27148352012421     ¡Ì
point:(-19.933049767268244, 419.1664740905215)   distance=266.93304976726824
point:(-22.8819149958764, 15.975802627960434)   distance=269.8819149958764
point:(-229.2372131194362, 592.0008477053979)   distance=476.2372131194362
point:(114.7554679306254, 416.90598063042756)   distance=132.2445320693746     ¡Ì
point:(53.84592592645686, 730.4659159842697)   distance=193.15407407354314
point:(-94.88952878024179, -104.69148391813712)   distance=341.8895287802418
point:(192.93623423007512, -29.921467597548713)   distance=54.063765769924885     ¡Ì
point:(-14.567156649746721, 397.07793795191367)   distance=261.5671566497467
point:(-85.86460566752669, 207.33920858210013)   distance=332.8646056675267
point:(1.7084457486604379, 277.15207965838584)   distance=245.29155425133956
point:(258.11497691290026, -177.02693527903727)   distance=11.11497691290026     ¡Ì
